
  0%|          | 0/10000 [00:00<?, ?it/s]
Building Graph:  31%|███       | 3072/10000 [00:32<01:44, 66.49it/s]
Building Graph:  31%|███       | 3079/10000 [00:33<01:42, 67.35it/s]
Building Graph:  31%|███       | 3086/10000 [00:33<01:42, 67.65it/s]
Building Graph:  31%|███       | 3094/10000 [00:33<01:40, 68.68it/s]
Building Graph:  31%|███       | 3101/10000 [00:33<01:39, 69.01it/s]
Building Graph:  31%|███       | 3108/10000 [00:33<01:41, 67.93it/s]
Building Graph:  31%|███       | 3115/10000 [00:33<01:42, 66.98it/s]
Building Graph:  31%|███       | 3122/10000 [00:33<01:42, 67.23it/s]
Building Graph:  31%|███▏      | 3129/10000 [00:33<01:41, 68.03it/s]
Building Graph:  31%|███▏      | 3136/10000 [00:33<01:40, 68.37it/s]
Building Graph:  31%|███▏      | 3143/10000 [00:34<01:42, 66.65it/s]
Building Graph:  32%|███▏      | 3150/10000 [00:34<01:42, 66.78it/s]
Building Graph:  32%|███▏      | 3157/10000 [00:34<01:41, 67.24it/s]
Building Graph:  32%|███▏      | 3164/10000 [00:34<01:43, 66.32it/s]
Building Graph:  32%|███▏      | 3171/10000 [00:34<01:43, 65.88it/s]
Building Graph:  32%|███▏      | 3178/10000 [00:34<01:42, 66.50it/s]
Building Graph:  32%|███▏      | 3185/10000 [00:34<01:43, 66.11it/s]
Building Graph:  32%|███▏      | 3192/10000 [00:34<01:42, 66.35it/s]
Building Graph:  32%|███▏      | 3199/10000 [00:34<01:42, 66.31it/s]
Building Graph:  32%|███▏      | 3206/10000 [00:34<01:43, 65.59it/s]
Building Graph:  32%|███▏      | 3213/10000 [00:35<01:42, 66.44it/s]
Building Graph:  32%|███▏      | 3220/10000 [00:35<01:41, 66.70it/s]
Building Graph:  32%|███▏      | 3227/10000 [00:35<01:41, 66.75it/s]
Building Graph:  32%|███▏      | 3234/10000 [00:35<01:41, 66.81it/s]
Building Graph:  32%|███▏      | 3241/10000 [00:35<01:40, 67.19it/s]
Building Graph:  32%|███▏      | 3248/10000 [00:35<01:40, 66.96it/s]
Building Graph:  33%|███▎      | 3255/10000 [00:35<01:43, 65.01it/s]
Building Graph:  33%|███▎      | 3262/10000 [00:35<01:42, 65.65it/s]
Building Graph:  33%|███▎      | 3269/10000 [00:35<01:40, 66.86it/s]
Building Graph:  33%|███▎      | 3276/10000 [00:36<01:39, 67.25it/s]
Building Graph:  33%|███▎      | 3283/10000 [00:36<01:40, 67.10it/s]
Building Graph:  33%|███▎      | 3290/10000 [00:36<01:41, 66.13it/s]
Building Graph:  33%|███▎      | 3297/10000 [00:36<01:40, 66.88it/s]
Building Graph:  33%|███▎      | 3304/10000 [00:36<01:41, 66.01it/s]
Building Graph:  33%|███▎      | 3311/10000 [00:36<01:40, 66.24it/s]
Building Graph:  33%|███▎      | 3318/10000 [00:36<01:40, 66.21it/s]
Building Graph:  33%|███▎      | 3325/10000 [00:36<01:41, 65.54it/s]
Building Graph:  33%|███▎      | 3332/10000 [00:36<01:43, 64.70it/s]
Building Graph:  33%|███▎      | 3339/10000 [00:36<01:42, 65.27it/s]
Building Graph:  33%|███▎      | 3346/10000 [00:37<01:42, 64.85it/s]
Building Graph:  34%|███▎      | 3353/10000 [00:37<01:41, 65.77it/s]
Building Graph:  34%|███▎      | 3360/10000 [00:37<01:41, 65.63it/s]
Building Graph:  34%|███▎      | 3367/10000 [00:37<01:42, 64.75it/s]
Building Graph:  34%|███▎      | 3374/10000 [00:37<01:43, 64.07it/s]
Building Graph:  34%|███▍      | 3381/10000 [00:37<01:43, 63.88it/s]
Building Graph:  34%|███▍      | 3388/10000 [00:37<01:41, 65.21it/s]
Building Graph:  34%|███▍      | 3395/10000 [00:37<01:41, 65.36it/s]
Building Graph:  34%|███▍      | 3402/10000 [00:37<01:41, 64.96it/s]
Building Graph:  34%|███▍      | 3409/10000 [00:38<01:42, 64.20it/s]
Building Graph:  34%|███▍      | 3416/10000 [00:38<01:40, 65.44it/s]
Building Graph:  34%|███▍      | 3423/10000 [00:38<01:39, 66.22it/s]
Building Graph:  34%|███▍      | 3430/10000 [00:38<01:42, 64.17it/s]
Building Graph:  34%|███▍      | 3437/10000 [00:38<01:43, 63.51it/s]
